(0,7):-0.02
(0,8):0.0749552322254
(0,17):0.02
(0,21):-0.000265258238486
(1,8):-3.2411386827
(2,6):0.675
(3,5):0.675
(4,10):-5.18582189231
(11,18):-3.2411386827
(12,16):0.675
(13,15):0.675
(14,20):-5.18582189231
