(0,7):0.01
(0,17):-0.0285123748248
(0,18):0.0374776161127
(0,21):0.000132629119243
(0,29):-0.000293554039608
(1,18):-3.42120194285
(2,16):1.4625
(3,15):1.4625
(4,20):-5.47392310855
(5,13):-0.7875
(6,12):-0.7875
(8,11):0.18006326015
(10,14):0.28810121624
