4.384640764594046475e-02 2.362576890791989390e-02 3.607751590933644392e-02 -2.936312523261196822e-02 2.528931606204123592e-02 -2.095316370372982129e-02 -6.807067220809272755e-04 8.753017531435069651e-03 2.657106783429457816e-02 -1.635546161014252847e-02 3.549688339912416418e-02 2.381844010999139769e-02 4.069605006649274458e-03 -1.127964601165397374e-03 8.483127399025331902e-03 -8.351469471343811457e-03 -9.572299405943849107e-04 6.657854618030916750e-03 8.653154203672602796e-03 -7.775883191848757293e-03 2.990664960280174742e-06 3.797328075635140554e-05 2.535487878687714924e-06 7.272092379174994676e-07 2.841442067208832842e-07 -1.526952495472910878e-06 2.910496903078936917e-06 6.355926877914834102e-07 5.978534337092688807e-04 2.164161805014984952e-01 -1.538486016094390944e-03 6.543009467213060926e-02 2.512497475726004851e-03 2.210316213720844858e-02 5.622279497273945971e-04 3.805114775778957714e-05
4.305284587144866948e-02 3.803140611269580085e-02 1.507263513318135052e-02 -3.113512414424182695e-02 1.073683508963942101e-02 -6.318406449433904525e-03 9.807536776181657520e-03 -4.092330111790598579e-02 1.058736075212872267e-02 5.990445302969391386e-03 3.405659186221061258e-02 1.880021949403418158e-02 -4.543013734948022839e-03 -4.776621765202281739e-03 4.545627538465526508e-03 -1.238575207851905745e-02 1.178341300492583140e-03 -1.271391807491180186e-02 2.761488317080715727e-03 3.868339281809066253e-03 3.458539491881542980e-06 3.861375102487856940e-05 2.702920232400222757e-06 7.309257567443543477e-07 -2.002035978298614498e-07 -1.483452113400602010e-06 2.854773775883319013e-06 6.346809011881163847e-07 7.524191701536251786e-04 2.163812475050815864e-01 -1.413595082375474193e-03 6.558289902003916483e-02 1.298546910941212251e-03 2.218233222706209387e-02 3.945817981022921219e-04 9.600174603966604324e-05
4.230775997945751543e-02 2.657295772706343498e-02 8.270436703035089279e-03 -4.766381230954384179e-02 -1.890342279981989046e-02 -1.641266288986217153e-02 2.345890586425392055e-02 -7.581406600181530078e-03 -1.367774499445635096e-02 -2.059943545392369305e-02 3.382790320615033930e-02 1.502051198162645228e-02 -7.575339888143343102e-03 -1.140453628745187811e-02 -9.175266159698568236e-03 -1.108684407515276270e-02 5.020080110508095411e-03 -3.001449029075412434e-03 -6.918147355556067586e-03 -4.281576750429299041e-03 3.470992336160025313e-06 3.798216413907976589e-05 2.421324218740027255e-06 7.348900600801710240e-07 -1.433803119121556136e-07 -1.745087503195206696e-06 2.993345788817768668e-06 6.379407104479860262e-07 8.088679485562279281e-04 2.163660394430320377e-01 -2.401202914911579073e-03 6.577306531291331193e-02 2.690939595989427346e-03 2.217354753180341559e-02 4.895697154513893503e-04 1.401329303269264234e-04
4.168828567025058274e-02 2.385459865807465149e-02 1.908299927396246362e-02 -4.152484591750787990e-02 -1.080236979453853656e-02 -1.032314358487041762e-02 -3.989901201723286550e-02 -6.642558591340087804e-03 5.582875058786630242e-03 -9.326439698193259020e-03 3.789213198362003515e-02 6.801070743850386006e-03 5.232394092013360060e-04 -1.000707917691270529e-02 -1.149700786507411483e-02 -1.165746323856618402e-02 -1.172075419630133619e-02 -7.922454669811570464e-05 1.178602378022597982e-03 -4.981129009580644376e-04 2.726299259360157151e-06 3.822142016723676316e-05 2.347869539925870262e-06 7.330940168082727378e-07 -7.761470899869580787e-08 -1.823795118037315492e-06 3.075463699130745210e-06 6.407685841871412740e-07 1.224014627751610074e-03 2.163954753934390351e-01 -1.604784728036748234e-03 6.599898856402168501e-02 3.201172664953983761e-03 2.219101618234468193e-02 6.790267822344220935e-04 -1.684883349672403773e-06
4.155055545922997640e-02 3.228514445647873154e-02 1.801073331261957358e-02 -4.713897251123968374e-02 -1.000427766576733254e-02 1.466069488197898132e-02 -4.846483212367946533e-03 -1.537684971184316921e-02 -2.322767274423891484e-02 1.594274862426262387e-02 4.207292562148256393e-02 5.336734396561121710e-03 -6.618900318177873849e-04 -1.326740087694507769e-02 -1.136787135608315069e-02 -2.622549530238453466e-03 -3.658296487490500341e-03 -1.765587405028656333e-03 -6.163173229260398081e-03 7.593881959888123222e-03 3.311280357545989563e-06 3.824395343354184025e-05 2.248499531065807091e-06 7.362276352073461673e-07 3.146976083627094978e-08 -1.807002317391384975e-06 2.995405442599084582e-06 6.354541882396413313e-07 1.029003547100235030e-03 2.163812425450956922e-01 -1.724081953814324535e-03 6.565751739474136317e-02 2.434510514752437262e-03 2.164192591016667402e-02 6.801389599562451902e-04 -9.744421214254512560e-06
4.190139301527257693e-02 4.900073800217166070e-02 6.788343194315008162e-03 -1.923497590057893572e-02 3.897953239679740906e-03 9.089792975053202426e-03 -5.482728318887748753e-03 3.364621213053028276e-02 -1.786216315704434315e-02 -5.105582624839824848e-03 4.721868072534077948e-02 7.324369658024689270e-03 -5.419159334060806577e-03 -8.926400398931298719e-03 -7.864257994958883877e-03 8.448313751613256055e-04 -2.481041122625564452e-03 1.200472068020042721e-02 -3.984478233122727350e-03 9.894112941675136351e-04 3.822057973453569328e-06 3.790774713978052607e-05 2.163581220483098022e-06 7.300960605688702996e-07 2.747080550826172526e-07 -1.492325448545121263e-06 3.077491724714964647e-06 6.377651492286740719e-07 4.456042163657136465e-04 2.165115246670685223e-01 -2.242555897215457120e-03 6.530192213261984402e-02 2.189837040697424197e-03 2.203643967850125659e-02 5.358739797724357875e-04 7.024326761845513169e-06
4.226764856668911025e-02 3.063641384693166839e-02 -1.465231200515230113e-02 1.602851294110656244e-02 2.471792341761323841e-02 2.912909408481770268e-02 -3.139451662143050159e-02 1.176399021499425178e-02 -6.569666862895622191e-03 -1.240836753114362909e-02 4.468324710824013446e-02 7.406790944817812864e-04 -1.611561492745466548e-02 -6.799455613336624800e-03 3.013714080400372360e-03 7.004952402843951827e-03 -7.428451370045922701e-03 9.505808956644178076e-03 -3.150677685031429316e-03 -3.938487035122765871e-03 2.640341172777303720e-06 3.833212397636562334e-05 2.030556754602828819e-06 7.294868496003679608e-07 7.799502868733931134e-08 -1.397884694228737808e-06 2.911251849255499134e-06 6.356512805102658710e-07 4.674377932350402246e-04 2.163373818666405324e-01 -2.517215576247995232e-03 6.560541342947572019e-02 2.109007592501190888e-03 2.203542279243690324e-02 5.548356716214168432e-04 7.014508989548673878e-05
4.236209942965817737e-02 -1.384234497993462425e-02 -2.119575875800326636e-02 4.403000728647223777e-02 1.109978470852112861e-02 3.507356255732033135e-02 7.259961721824887727e-04 -3.173545504094417956e-03 1.486136177956941772e-02 -2.745978435909407142e-02 4.197451461992676713e-02 -1.147185286624405678e-02 -8.593033583237806930e-03 3.978760100316278310e-03 9.676489337628725249e-03 7.758602651155733360e-03 3.236528869090734943e-03 2.284486629563313876e-03 -3.137379214272778159e-04 -8.182242314575890671e-03 2.831321286214361835e-06 3.795489435865700772e-05 2.618706030405155420e-06 7.292395430018014476e-07 4.508309363905734316e-07 -1.318645482950160256e-06 3.091825624759995627e-06 6.357829861146150175e-07 5.957915342336160330e-04 2.162253582715733258e-01 -1.938327858313137466e-03 6.597021562795042648e-02 1.713059871462640615e-03 2.217045248480856851e-02 5.026223219301264233e-04 2.452428234318751698e-05
4.227065056745986371e-02 -2.832949485923034333e-02 1.301877815523743397e-02 3.068123703253217670e-03 1.333438301990343697e-04 4.459473746574705438e-02 4.540239577884013812e-03 3.137948176975798725e-02 1.765205643815695447e-02 -8.998073489424492782e-03 4.230885693549023274e-02 -8.007847741946011802e-03 5.665378451462286385e-03 8.036354165523158441e-03 7.274727956560480928e-03 1.035411227620808283e-02 4.174206283033318754e-03 8.385114306425897612e-03 1.455114166981609936e-03 -9.828603354546127692e-04 2.776794960633252596e-06 3.852909471142052655e-05 2.501591548411357898e-06 7.321962817678632270e-07 4.068238989498340979e-07 -8.145419817173023600e-07 3.054356828711790607e-06 6.372451099109016250e-07 1.255392375240362794e-03 2.163404997239243843e-01 -2.193014835118234189e-03 6.556265577292415270e-02 2.284904330391882617e-03 2.198705976714695684e-02 5.512622930052543451e-04 4.100196948793183169e-05
4.217684387074360775e-02 -1.017999667915471876e-02 5.228598807941912952e-02 -3.042666716901462967e-02 -3.660474319656196410e-03 1.824259589805517917e-02 -2.379126539609669952e-02 1.339910850487120199e-02 2.419114721297235468e-02 1.235970557715498734e-02 3.884534788744131717e-02 1.074904598101928538e-02 1.515002502431152774e-02 -3.886460490839385631e-03 3.555317486034857439e-03 6.776142990552695179e-03 -2.238899095693213260e-03 7.742720755737892216e-03 6.273645402282789982e-03 3.933538075519309868e-03 3.405665434790375796e-06 3.806711826063858650e-05 2.105479002141725828e-06 7.345713095534901089e-07 1.930681395550735481e-07 -6.416823633876368014e-07 2.728885170603686762e-06 6.400617900371007944e-07 1.336366333853020822e-03 2.163343578265750355e-01 -2.109530942882981847e-03 6.585059149315468374e-02 2.436356063795766611e-03 2.204784464890382698e-02 5.576241288650307876e-04 8.074901297241170097e-07
